#{"t_start": 1761658741.310066, "env_id": "None"}
r,l,t
-20602.508982,2700,1360.199798
-5786.214589,777,1361.451622
-14266.371608,2149,1363.738716
-12659.917313,1235,1365.308188
-6013.02525,842,1366.56032
-5229.560238,1077,1368.023349
-4565.017044,899,1369.325919
-6986.965414,1234,1374.130746
-4666.093854,775,1375.324217
-14086.314566,1948,1377.48715
-10986.991406,1497,1379.290849
-11693.942629,1377,1381.013733
-4951.705354,1176,1382.543844
3529.686205,340,1383.362724
-3501.632728,2700,1390.348834
-4835.350941,962,1392.987723
-5059.96819,2384,1396.053341
-21438.686283,1141,1397.692977
-14048.595756,1363,1403.225349
3655.003904,340,1404.167657
3435.766883,340,1405.209403
-4847.529053,1504,1407.087751
-4948.699745,856,1408.538078
-8333.649201,986,1410.085688
-4987.957368,1020,1411.649836
-13648.887624,1585,1413.692244
-13791.774249,1851,1419.54201
-16868.028837,995,1421.037835
-19736.516909,2700,1424.163372
-5751.367018,1772,1426.525172
-13196.706459,1576,1428.727091
-10682.932428,2196,1434.911686
-7613.454698,2489,1437.988335
-4365.917355,2037,1440.552119
-4420.118233,1202,1442.278327
-10789.490093,1346,1447.378707
-4802.963706,622,1448.583546
-12610.614686,1227,1450.375648
-9292.341633,1169,1452.080858
-6270.648843,1266,1453.839785
1652.928728,406,1454.80938
-20691.242486,1865,1457.168653
-20279.097738,1589,1462.491984
-25075.763274,2126,1465.032391
3789.926418,340,1465.970723
-15332.937461,1447,1467.965159
-7825.97455,1838,1470.23333
-9916.828291,1301,1471.980584
-7577.218958,1989,1477.678842
-16856.755451,1864,1480.012467
-16330.98209,1834,1482.232694
-31392.242016,2161,1485.038332
-9527.819531,1540,1491.466154
-12270.659262,1705,1493.548291
-15875.179123,1219,1495.210289
-5426.614974,1353,1497.004725
-4228.117003,993,1498.445035
-4634.443,849,1499.926602
-4982.642258,2332,1507.992792
-1111.480071,2177,1511.515727
-7388.809039,901,1513.586128
-6400.3703,2700,1517.981842
-984.535877,2058,1523.713186
-2175.10356,2005,1525.997932
-5493.552725,2155,1528.565053
-4643.336865,740,1529.861109
-16912.377587,2481,1535.88915
-4810.931768,867,1537.246054
-16906.65373,2039,1539.820919
3847.271451,340,1540.650531
-9707.991545,1218,1542.320888
-10097.407621,2199,1544.796791
-12724.821489,989,1546.214125
-4287.197263,690,1550.718871
-5272.003362,1188,1552.3828
-2637.120562,2502,1555.07195
-29529.651234,1754,1557.135925
-4622.437707,1438,1558.960673
-6235.85379,1109,1564.0519
-12294.039535,1101,1565.696676
-3896.217268,1481,1567.652352
-4979.178209,1104,1569.244075
-29685.068519,1715,1571.430671
-18468.495317,2142,1574.061943
-19162.247001,1757,1579.61257
-10169.735687,1529,1581.520435
-29292.54695,2095,1583.818086
-13648.888816,1402,1585.566334
-20890.9538,1804,1591.917432
3422.779246,340,1592.94935
506.631651,340,1593.929314
-26326.968547,1634,1595.869905
-5579.285278,1308,1597.416081
-12236.047134,1690,1599.359318
-10544.041668,1717,1601.309047
4360.5384,413,1602.187095
-4583.161321,1195,1607.14679
-4778.835083,1556,1609.026186
-9608.824779,1134,1610.490184
-6059.949031,1750,1612.453307
-4996.031379,998,1613.823012
-7850.297395,2092,1619.465549
-16211.259637,2700,1622.253769
-5242.56925,802,1623.479012
-5125.810407,820,1624.735077
-10285.752628,1659,1626.709098
-6203.634691,1503,1628.514797
-7443.93762,982,1633.169373
-10685.491047,2168,1635.481298
-4538.777388,839,1636.735408
-4946.405127,809,1637.969296
-5229.002064,1172,1639.499557
-5503.586012,1153,1641.000757
-12520.031,1163,1642.508992
-13352.498093,1814,1647.78371
-5914.66414,833,1649.133611
-10818.017264,2273,1651.549992
-8753.26905,2017,1653.710468
-15408.670548,1092,1655.083778
-4513.253062,798,1659.557469
3229.684444,340,1660.402133
-25587.223951,2408,1662.882151
-26679.564544,2324,1665.220615
-5401.845943,879,1666.470767
-8464.285901,414,1667.331682
-5049.939202,1497,1672.277007
-4673.074474,1373,1674.006204
-5504.845714,1386,1675.753188
-5655.46896,1036,1677.240478
-17350.323493,1289,1678.861738
-3834.548469,2700,1684.691142
-5421.276217,1901,1686.951734
-4775.254588,758,1688.093148
497.525543,340,1688.897652
-4942.646782,1147,1690.372781
-12863.27133,1168,1691.810181
-11071.834797,1536,1693.577865
-4998.646707,922,1694.801606
-6683.220945,1337,1699.861875
-5328.269193,1282,1701.446823
-6176.675092,2700,1704.078014
-5672.628066,1830,1706.080673
-4976.907301,1242,1710.926733
-5721.505946,2262,1713.426646
-4486.69979,1032,1714.891279
-23969.330819,2091,1717.169331
-4267.662228,672,1718.315985
-8496.646869,1969,1720.450069
-9478.233555,1110,1725.414928
-16351.675532,1931,1727.554577
-9498.377864,1661,1729.457521
-14526.871006,928,1730.768254
-8092.210207,1473,1732.507851
-8138.047972,2019,1738.243288
-5331.506507,1775,1740.368551
785.268514,340,1741.18348
-11037.649162,2603,1744.02995
-4689.510867,1144,1745.460731
-4877.599905,1034,1746.884202
-3359.347371,1497,1752.182
-6471.724199,1690,1754.152384
-11617.270867,2349,1756.584924
-16001.189853,1142,1758.042559
-15607.470813,1448,1759.785505
-5351.258505,1816,1765.326414
-11204.140352,2189,1767.633987
1868.913237,340,1768.424272
-16234.164083,1195,1770.037804
-15123.795664,1407,1771.710524
3067.706745,340,1772.529305
-10119.607024,2122,1778.45567
-5369.827855,1143,1780.032644
-12306.745486,1423,1781.749381
-5033.849611,1298,1783.41779
-11788.944007,941,1784.851918
287.588286,340,1785.738618
-9124.512813,2003,1792.905462
-10293.450436,2284,1795.514051
-11413.096484,1156,1797.001232
-16893.068681,1231,1798.60858
-520.63945,418,1799.64203
-32638.555085,2700,1802.774056
-18615.662647,2045,1808.527631
-22741.480057,2579,1811.230104
-15836.289384,1245,1812.829875
-19888.405418,1516,1814.692385
-11539.74149,1087,1819.65385
-9262.521589,1492,1821.700279
3578.974546,858,1823.001238
-9672.159109,2433,1825.588586
-4739.667414,1043,1827.070158
-4467.508843,1374,1828.853769
-11112.893527,926,1833.646396
-26712.768714,2315,1836.180329
2136.045951,340,1837.034455
-11209.037,2700,1839.870325
-5165.013869,1802,1841.935473
-5340.342704,1157,1846.851203
-11862.931152,2700,1849.74962
-19141.93025,2559,1852.391728
-5484.143143,1774,1854.444295
-5221.884748,808,1858.879198
-7792.955245,1183,1860.54645
-6235.426176,848,1861.83005
-5207.528849,1235,1863.468818
-4534.461007,962,1864.872712
2689.957186,340,1865.734059
-6733.189405,1846,1867.876204
-15070.184547,2290,1874.014274
-14665.917341,1616,1876.095032
-19889.250044,887,1877.439522
-12407.837731,2136,1879.80537
-14228.844015,1698,1881.759333
-4776.4886,2032,1887.319157
-6125.143542,1044,1888.793675
-4925.2526,2700,1891.709086
-14349.240044,1349,1893.443592
-3160.545235,923,1894.824198
-4511.344801,1010,1896.223428
-4952.368596,1239,1901.282171
-16733.224777,1327,1902.994672
-4871.133728,1185,1904.608228
-1161.775597,340,1905.485949
-4672.403936,817,1906.833366
-7444.000122,2150,1909.184597
-15095.166938,1014,1910.618248
-8182.315747,1689,1916.097396
-4584.70411,2208,1918.529438
-18189.8913,2074,1920.809009
-10443.331144,895,1922.153867
-12858.263532,2172,1927.935044
-4272.203412,783,1929.228351
-5008.926639,1002,1930.703532
-4685.383595,1235,1932.334634
-3414.745741,2700,1935.229849
-5477.06536,972,1936.637779
-6771.492468,1176,1941.717205
-4499.881899,2037,1944.037348
-4622.649303,857,1945.340319
-16996.670275,2676,1948.233435
-10820.480625,1867,1950.460363
-8543.855621,1807,1955.916387
-14350.888081,2005,1958.589618
-12988.2028,2486,1961.417024
-18256.997284,1514,1963.442778
-21502.940841,1816,1969.086281
-6092.913826,2033,1971.386207
3987.164655,340,1972.258399
-10859.576879,2270,1974.881763
-22887.982103,1378,1976.714143
-5536.902236,1564,1982.022282
-10488.755614,1371,1983.936972
-5086.122573,1129,1985.457028
-5126.131379,1906,1987.785597
-5088.089604,885,1989.424677
-12077.534232,2700,1995.760261
-12412.083662,1936,1998.087604
-7805.069748,1896,2000.292402
-10147.387309,2082,2003.218291
3415.71821,406,2004.299527
-13299.136052,1180,2009.455249
-22470.934153,2010,2012.005064
-19498.934565,2700,2014.856815
-10836.696069,1121,2016.39207
-4410.710379,929,2017.80203
-5581.641266,1908,2023.36918
-4533.239843,1237,2025.055247
-4902.505534,1045,2026.594348
-14582.576554,1198,2028.252148
3560.84109,340,2029.078684
-5698.239694,943,2030.455868
-13573.139505,1706,2032.494178
-5149.535877,1429,2037.602142
-3805.756967,2700,2040.718716
-22643.568549,2700,2043.583351
-4839.669707,2700,2049.883383
-8951.284823,1570,2051.908397
3329.592239,414,2052.832389
-5415.868572,1553,2054.791908
-15619.079797,1069,2056.236441
-4318.276862,993,2057.683417
-5116.352645,1260,2059.394585
3682.355612,414,2060.344101
4347.868859,435,2064.625983
-9189.612962,1457,2066.536602
-13493.287158,1449,2068.393124
-2035.798072,1541,2070.247592
-14817.907408,2700,2073.254165
-4966.080766,1944,2078.884687
-12756.44409,1213,2080.532242
-9306.601866,1476,2082.383724
-12446.784193,1902,2084.650472
-19704.967203,1804,2086.754192
-10077.031015,1215,2091.745971
3481.058854,340,2092.643098
-15131.21159,2700,2095.649525
-5161.854135,1138,2097.171591
-33196.763361,2670,2099.989218
3562.51894,340,2100.85937
-11984.573881,1770,2106.436514
-11967.486131,1921,2108.575914
-10273.371801,414,2109.477397
-5334.183904,1946,2111.844377
-29715.754797,1545,2113.787047
-12055.218677,1946,2119.377135
3212.253403,1483,2121.244042
-30634.167078,1496,2123.117807
-15056.113879,1190,2124.764695
-5152.286107,1144,2126.351146
-13037.461572,2700,2132.628727
-5777.593143,1131,2134.157492
-16858.361389,1397,2135.97538
-8081.93819,2287,2138.676864
-16252.041834,2675,2144.983047
-5435.242991,1233,2146.770841
-2681.694663,2330,2149.581704
-4554.20144,830,2150.892482
-4412.142918,768,2152.131814
-14902.402672,1155,2153.722001
-11146.618275,2700,2160.199545
-23075.965367,2101,2162.562389
-6630.43204,1982,2164.939703
-8505.410785,2134,2167.460236
-17349.781755,1544,2172.760702
-15040.008129,1104,2174.32633
-8200.202223,1798,2176.448563
-22420.916279,2700,2179.347924
2486.518895,340,2180.242782
-18253.615828,1880,2185.784174
-5870.041524,1760,2187.968166
-7205.197801,1022,2189.420647
-13383.243454,2000,2191.760973
-22685.145683,2184,2194.209709
-4819.701034,875,2198.89983
-18975.426291,1644,2200.984274
-6948.020062,1128,2202.538874
-3117.227387,1604,2204.459605
-20005.296367,1766,2206.567683
-5922.730306,852,2207.934212
-12189.817706,1308,2213.179883
-5791.988272,1140,2214.78007
-17530.379958,2025,2217.034483
-5687.459832,2257,2219.616516
-4933.119231,1464,2221.436734
-24404.021594,2492,2227.444573
-19731.040919,1750,2229.443484
-15668.443693,1712,2231.515847
-2123.740716,2622,2237.654053
-17251.615404,1925,2240.048708
-9540.790849,2700,2242.843398
-12144.01724,1819,2245.00475
-4468.0575,2184,2251.390765
-16883.063307,2377,2254.229701
-11767.021053,1911,2256.48015
-1250.955002,1477,2258.406831
-9560.155601,1283,2260.254673
-12408.174888,2700,2266.804711
-8061.260121,1748,2268.960076
-4317.581428,1108,2270.515792
-14987.770761,1641,2272.529588
-4553.162905,1123,2274.088953
-16517.147085,1311,2279.277221
-5113.061768,907,2280.703563
-4861.497988,953,2282.111885
-11144.721226,1602,2284.096856
-24030.97936,2191,2286.673245
-11793.530974,1413,2291.694097
-6195.384789,1091,2293.455748
-8968.118551,1442,2295.383576
-5068.968882,1216,2297.026054
-15836.127101,1715,2299.10872
2138.339613,418,2300.076981
-3708.819045,2390,2306.031458
-13135.302473,1510,2308.061536
1910.85133,414,2309.011396
-4774.519462,1112,2310.588643
-859.171162,1289,2312.285983
-8042.00697,1832,2314.457589
445.597731,414,2315.465918
-29378.79187,2578,2321.833985
-6423.620287,1709,2323.932607
-3856.223493,1632,2325.955799
-8971.251844,1749,2328.156818
-4416.574706,1392,2330.000215
-7930.532768,1210,2335.067603
-4740.589721,1248,2336.771531
-3374.560935,2022,2339.132525
-5428.385515,1181,2340.779619
3048.850454,340,2341.670512
-12661.017889,1354,2344.349128
-20652.605277,2216,2350.322389
-17994.233085,1455,2352.210129
-4963.013128,1022,2353.714014
-9168.919233,1839,2355.897787
-6363.826981,1918,2358.166423
-5340.718216,2121,2363.951035
