#{"t_start": 1761611730.7813106, "env_id": "None"}
r,l,t
-1208.296596,787,636.381823
-437.11216,340,637.451426
404.466444,340,638.416831
-169.372975,429,639.610385
156.539632,340,640.597978
-389.439987,414,641.601411
-1391.075404,956,643.492852
854.964565,415,644.774079
88.231145,346,646.048309
6.63362,521,647.374774
-1122.408786,1026,649.362162
-173.445231,414,650.676434
824.84462,425,651.881316
-1391.548341,414,652.941181
246.562117,443,654.094493
70.326313,340,655.090831
268.938464,340,656.076303
-1168.735064,414,661.998723
-1015.526408,1170,664.090461
-1872.9191,1872,666.617987
-1398.749315,515,667.832171
-1111.978754,1901,671.135144
-60.456619,414,672.49978
-1411.355877,1009,674.140823
-277.292947,340,675.014478
-125.316651,340,675.932043
-643.934866,414,676.90777
-519.515655,414,681.47322
-2293.802527,1804,684.191065
-1018.476456,1172,686.171286
-754.364804,340,687.209161
-529.45762,2700,690.794488
356.435541,340,691.77402
-1879.134057,1750,697.071674
956.349243,414,698.026059
87.272943,417,698.977069
-1943.798187,1974,701.166932
166.43502,418,702.041161
401.275445,340,702.89383
165.078978,423,703.830458
526.3899,340,704.691828
278.372121,425,705.56033
849.264722,414,706.474503
570.254172,340,707.364651
324.62048,414,708.308699
-1174.721016,340,709.184908
1080.28935,340,710.072541
185.150485,340,710.953275
-1347.777985,1349,717.351719
-1619.35703,425,718.413241
323.551905,424,719.431137
-1581.105195,1027,720.97493
-1224.31898,923,722.540761
1761.988647,1196,724.234449
-1339.333948,1252,726.126456
662.756023,340,727.113358
-2079.92019,1430,729.765025
-31.47309,422,731.105026
-419.14029,340,735.726544
268.321587,351,736.857156
64.035866,417,737.934163
-816.735345,426,739.054514
477.700329,417,740.193687
1962.859466,2317,743.146992
136.382697,414,744.042531
-1332.233786,470,744.975162
447.048298,340,745.84032
-522.454355,414,746.803195
-628.352457,1497,748.631996
-425.215512,426,749.579283
-795.669012,414,754.750016
-1000.450857,414,755.797168
-223.491219,340,756.75443
-1345.333123,1636,759.174537
-963.880866,426,760.335433
-1186.301942,1358,762.558483
-1595.678146,340,763.715825
-981.288213,422,764.876175
338.991628,414,765.960417
73.85482,355,766.985173
37.488454,414,768.104632
-1193.623685,743,769.488138
1218.108656,413,770.657675
-552.059072,340,771.777475
141.757238,414,777.138109
-1777.599118,1454,779.518169
15.106989,422,780.651544
-2536.288686,493,781.888339
414.793756,414,783.081369
-443.978376,416,784.16044
1234.007249,419,785.323831
964.480878,414,786.546968
-359.110357,414,787.735692
315.762551,340,788.687894
-1788.487943,1603,790.878732
513.151349,340,791.669872
-251.549482,1652,798.104704
-2095.870436,1226,800.505302
-413.473987,524,802.105336
-65.691983,340,803.48138
-155.988587,340,804.633893
-1046.635887,1390,807.015993
107.256447,340,808.068086
-1147.152327,1173,810.23049
-1725.005497,968,812.277752
-2466.404218,1675,820.194624
1081.121731,417,821.472423
2131.403061,1459,823.957833
-85.703064,417,825.120835
295.444404,1241,827.135452
-1945.567167,414,828.288367
844.120458,424,829.46181
175.752719,340,830.536557
407.948524,340,831.700492
-317.184744,1209,833.925695
2260.195241,414,835.143843
-2912.285469,1685,841.84618
1485.369146,340,842.933897
351.749852,340,844.079215
-701.609405,414,845.357259
-1440.85692,1703,848.237134
-1445.88788,1027,850.395982
-1140.725248,340,851.635257
-1203.814699,884,853.581701
-763.361594,789,855.164295
-1708.159435,824,856.817659
-3986.495393,2083,863.856076
-1215.404481,425,865.05485
-1056.565451,340,866.084416
455.721655,461,867.266424
-1828.778418,836,868.912678
-496.63838,425,870.073661
-894.529317,425,871.229011
737.18983,414,872.378447
-249.461398,453,873.609855
1134.50314,2700,877.353294
-505.937837,435,878.606896
-126.466804,1147,884.516052
520.650772,340,885.652742
-2588.954383,1197,887.628293
435.612794,414,888.796065
-2094.204714,2023,891.697975
355.287182,350,892.746872
-2674.522787,982,894.619112
502.43086,411,895.828462
864.472985,2483,904.305174
-2972.93206,1526,906.991476
-1732.186258,1388,909.41389
397.977142,418,910.563067
-437.13868,340,911.689373
-1386.390083,678,913.484736
-1342.216705,1648,916.387147
293.306453,340,917.465276
-1755.825478,2367,924.598192
130.433055,340,925.624161
267.155912,340,926.739314
883.213476,340,927.763121
-1537.049281,340,928.817166
-453.285174,340,929.854748
771.531269,340,930.908139
1132.841226,414,932.171814
723.611725,984,934.207005
963.778848,340,935.396284
724.164392,2530,938.802387
-1484.061348,1317,945.528721
-1646.951491,1622,948.030886
586.232098,340,949.071553
247.657244,340,950.221207
-2821.817837,955,952.115829
325.143894,421,953.180678
440.240134,425,954.252781
267.890074,424,955.398823
-316.620467,340,956.436225
566.758071,414,957.544551
-916.147457,941,959.406569
335.007179,340,960.50698
498.291734,415,965.767519
231.254871,374,966.975836
-1898.178476,1519,969.465684
-93.131266,414,970.576022
-1058.707811,407,971.700858
1663.255133,414,972.81009
-1993.779237,2410,976.020477
-1298.768624,901,977.562276
614.958361,414,978.650206
-1325.427229,1115,984.956475
467.416872,340,986.237021
-2403.925345,1383,989.024337
-2363.777813,952,991.026402
-1382.03788,414,992.290837
-390.601151,340,993.482827
654.722994,340,994.627881
226.986895,417,995.760212
66.148408,340,996.820585
-3079.77473,1147,998.813829
-1469.493715,340,999.895298
2291.949497,2044,1003.074973
219.686834,413,1008.339273
-940.571539,414,1009.579614
1030.133958,451,1010.791097
-299.404242,442,1012.040548
-88.310842,414,1013.241009
-580.757129,340,1014.314097
-1245.252561,1070,1016.472497
1611.667688,466,1017.883084
-1311.914799,988,1020.054536
-1608.46365,1081,1022.122377
-157.302807,416,1023.315107
234.946198,426,1024.5269
-331.962008,340,1025.73581
-929.869747,1601,1032.178249
-4332.000548,1592,1034.462837
-1636.968905,1052,1036.180005
1059.91846,423,1037.215694
-553.619898,1469,1039.321373
229.453437,414,1040.270551
-2090.697833,2332,1043.167345
157.165712,340,1048.061561
-1172.763225,993,1049.78179
961.630807,414,1050.822289
-1872.398473,1103,1052.582025
-1063.04154,2592,1055.896233
-53.865361,340,1056.828821
-1640.645795,1518,1059.163487
283.698654,424,1060.200936
-1399.42891,418,1061.312282
-247.272657,857,1067.174206
