#{"t_start": 1761663077.470182, "env_id": "None"}
r,l,t
93.633333,340,1411.436777
-81.280095,1339,1414.334922
27.760333,1527,1417.226012
-73.320667,1932,1420.529215
38.126667,1384,1429.25935
64.285,340,1430.297786
-87.679667,1122,1432.652706
-82.939762,1378,1435.315945
-89.266667,1467,1438.032562
-54.559429,1250,1440.413295
-88.871429,1723,1443.459249
39.099857,416,1449.804339
-45.679,900,1451.4516
92.369667,1327,1453.555318
-60.776333,919,1455.189591
13.089238,1728,1457.678151
22.605,1520,1459.918781
59.022333,340,1460.745513
-66.041,871,1462.251522
57.373667,1402,1468.929312
37.096429,2061,1471.712295
-75.844667,1145,1473.568376
68.575667,340,1474.39028
-90.576,920,1476.091532
-79.027952,1979,1478.794928
63.524333,1118,1485.010294
54.249667,738,1486.480307
63.194095,1426,1488.646851
-31.765905,1533,1490.873461
57.936905,1581,1493.148842
-53.194,1075,1494.889648
62.957667,885,1496.529098
-33.183333,1460,1503.079158
83.271333,1246,1504.972791
83.477524,2400,1508.202373
102.638333,1108,1509.915751
78.554333,340,1510.727078
58.307667,862,1512.286953
-83.021667,654,1513.575028
-44.986333,1741,1520.550153
-57.738,1158,1522.355437
73.576667,414,1523.235234
-53.217667,1346,1525.351891
-118.475333,1334,1527.399192
88.011,1501,1529.565429
-50.687143,1170,1536.534012
117.056667,1656,1539.061854
-108.906,1191,1540.610703
46.363571,1783,1543.137929
-59.434762,2291,1546.189777
88.63919,453,1547.133114
-93.993,1303,1554.524799
91.215667,2618,1559.271137
-68.765143,1594,1562.871572
78.243,1185,1566.085943
78.524,414,1567.165019
-53.908381,1712,1575.240053
-70.361667,743,1576.862128
58.157,644,1578.219926
22.926905,1522,1580.514458
78.781905,748,1581.901427
73.415286,410,1582.782049
63.502667,1240,1584.752491
-45.395524,944,1586.323567
54.822333,1139,1588.159423
63.109333,1309,1594.825967
73.513667,414,1595.692833
-53.980333,1540,1598.017491
89.903667,938,1599.667471
62.898667,1029,1601.697272
64.306667,1014,1604.431997
-75.825667,783,1605.666804
52.574667,1959,1613.568334
38.33,956,1615.722352
32.600333,1167,1618.648526
-65.021,524,1620.333632
-70.716667,1001,1622.432816
96.958,1766,1625.412679
88.338,894,1627.238198
47.973,1285,1631.444617
-68.334,1011,1640.33335
-77.920667,1258,1642.791304
-25.207667,775,1644.448785
-59.887571,1961,1647.499131
-28.564429,1158,1649.565326
78.507476,360,1650.485504
-75.519,1013,1652.432685
-44.185,1439,1660.391594
-149.346429,1746,1663.350748
88.489333,865,1665.020334
-83.139667,1149,1667.114036
3.494,1658,1669.900126
65.115,340,1670.820343
43.210667,1413,1673.241997
-57.718333,1059,1680.284712
82.783952,1838,1683.247367
-73.453,1167,1685.399062
-87.366,1516,1687.990998
73.554333,340,1688.904226
43.705333,954,1690.750967
52.750857,1148,1692.815318
-99.364,2358,1701.582635
-89.465333,1740,1703.800504
82.473714,1586,1706.398723
-107.163667,1696,1709.326864
-52.838,2003,1717.557858
-48.432,1218,1719.569521
-75.483,941,1721.224958
66.323048,2638,1724.829952
-75.939333,1269,1726.779674
63.362667,414,1727.68585
53.013714,1410,1734.695349
59.058667,340,1735.563195
38.109762,1362,1739.116277
-90.756524,1093,1741.873981
82.728667,1579,1745.671819
48.497,869,1747.769679
-63.541333,821,1750.242
47.454905,1835,1760.071041
67.779333,1178,1762.200154
-69.108,955,1763.982788
62.888333,1246,1766.121214
73.617333,340,1767.032642
64.463,414,1768.071178
74.15219,451,1769.113756
-47.575333,924,1770.93889
63.971333,414,1771.950703
-34.370429,1816,1779.21082
69.065857,418,1780.331964
-42.482667,997,1782.30482
-95.672333,1073,1784.31864
38.541667,1063,1786.252182
67.921143,1095,1788.279477
-87.193952,1854,1791.274726
-71.417524,1320,1793.894892
-50.421,730,1800.517842
47.488571,1224,1803.209962
73.757667,851,1804.861992
68.081667,787,1806.45329
-62.986667,1345,1808.599325
