#{"t_start": 1762123768.8866038, "env_id": "None"}
r,l,t
422.470889,523,868.452732
559.408092,414,869.651046
567.91647,545,871.144998
380.212189,340,872.217741
375.552686,417,873.369532
695.124773,586,874.85681
454.207628,340,876.009755
295.59796,414,879.73176
632.11206,487,881.023352
553.409245,541,882.763545
371.914636,340,884.307499
615.146371,618,886.156018
540.813558,528,887.961141
313.653268,414,889.505333
182.760409,423,890.872906
613.928823,474,892.286573
112.843906,340,896.142118
443.191302,340,897.359276
808.976365,698,898.984447
582.400355,516,900.555377
332.201811,568,902.203847
577.257019,554,903.723664
784.643687,565,905.253304
324.790556,414,906.428892
837.244189,756,911.147086
285.203743,414,912.393488
190.531597,340,913.641897
313.660597,416,915.143932
325.518965,340,916.828456
277.036056,410,919.137193
414.35535,340,921.222378
323.16301,340,923.25059
434.686699,414,925.003103
382.467747,340,926.411494
562.473414,529,931.225236
659.893113,685,933.080077
322.594963,340,934.298155
353.495984,627,935.936182
431.179465,503,937.31072
542.276593,650,938.783977
547.145503,621,940.42818
465.610652,572,944.726436
398.261957,340,945.709533
384.494682,414,946.797634
588.686618,620,948.17526
578.297659,505,949.611725
754.793115,564,951.048601
887.803415,718,952.592577
1212.265383,935,957.25176
161.513892,414,958.304689
476.561346,340,959.450579
315.127444,414,960.601893
597.03496,608,962.081551
278.204745,340,963.133558
595.927073,431,964.338714
598.998051,589,965.810848
568.247086,545,967.182534
540.151508,585,971.197657
684.651448,544,972.576654
792.305608,577,973.983543
816.915008,880,975.727809
161.4136,340,976.791487
607.829747,549,978.154865
270.143221,431,979.41732
561.636399,597,983.39902
534.045387,532,984.759512
440.867793,340,985.900065
650.957348,530,987.306191
301.383261,340,988.439666
363.991084,340,989.569948
569.350457,414,990.793101
471.881866,482,992.059518
270.519223,340,993.222894
431.045663,340,994.489869
380.078965,340,998.536567
685.172859,510,999.920828
412.522282,340,1001.083558
337.33368,340,1002.326707
559.338556,414,1003.583456
209.164471,340,1004.753128
299.566387,340,1005.93081
686.306972,492,1007.250359
652.429353,507,1008.639982
571.824783,414,1009.752331
410.407191,414,1013.506413
484.54599,426,1014.766466
597.930212,575,1016.12095
550.875412,413,1017.344293
337.01696,340,1018.436285
358.86015,340,1019.419121
293.608896,340,1020.486819
644.818203,645,1022.068805
515.176246,439,1023.348159
449.821998,614,1027.760995
653.80611,531,1029.121752
919.942856,651,1030.73438
821.487787,609,1032.23902
596.60215,528,1033.657503
341.152457,340,1034.764462
307.782639,340,1035.878317
411.564482,340,1036.942148
575.012849,455,1038.283744
403.37606,340,1042.239914
